noto-fonts-cjk 20240730-1
noto-fonts-emoji 1:2.051-1
npm 12.0.2-1
npth 1.8-1
nspr 4.40-1
nss 3.127-1
nss-mdns 0.15.1-2
ntfs-3g 2026.7.7-1
numactl 2.0.19-1
nvidia-open-dkms 610.57.04-1
nvidia-prime 1.0-6
nvidia-utils 610.57.04-1
oath-toolkit 2.6.14-4
ocean-sound-theme 6.7.4-1
ocl-icd 2.3.5-1
octopi 0.19.0-2
okular 26.04.3-1
onetbb 2023.1.0-1
oniguruma 6.9.10-1
openal 1.25.2-2
openbsd-netcat 1.238_1-1
opencl-nvidia 610.57.04-1
openconnect 1:9.21-1
opencore-amr 0.1.6-2
opencv 5.0.0-9
openexr 3.4.14-1
openh264 2.6.0-2
openjpeg2 2.5.4-1
openjph 0.31.0-1
openldap 2.6.13-1
openresolv 3.17.4-1
openssh 10.5p1-1
openssl 3.6.3-1
openvpn 2.7.6-1
openxr 1.1.60-1
opus 1.6.1-1
orc 0.4.42-1
os-prober-btrfs 1.84-1
osinfo-db 20251212-1
ostree 2026.3-1
p11-kit 0.26.5-1
pacman 7.1.0.r9.g54d9411-2
pacman-contrib 1.13.1-1
pacman-mirrorlist 20260610-1
pahole 1:1.31-2
pam 1.7.2-2
pamac-aur 11.7.5-1
pambase 20260616-1
pango 1:1.58.2-1
parted 3.7-1
partitionmanager 26.04.3-1
paru 2.1.0-2.1
passim 0.1.12-1
patch 2.8-1
patchelf 0.19.1-1
pcaudiolib 1.3-1
pciutils 3.15.0-1
pcre 8.45-5
pcre2 10.47-1
pcsclite 2.5.1-1
perl 5.42.2-2
perl-class-inspector 1.36-10
perl-clone 0.50-1
perl-encode-locale 1.05-15
perl-error 0.17030-3
perl-file-basedir 0.09-7
perl-file-desktopentry 0.23-1
perl-file-listing 6.16-6
perl-file-mimeinfo 0.37-1
perl-file-sharedir 1.118-8
perl-html-parser 3.85-1
perl-html-tagset 3.24-4
perl-http-cookiejar 0.014-5
perl-http-cookies 6.12-1
perl-http-daemon 6.17-1
perl-http-date 6.08-1
perl-http-message 7.04-1
perl-http-negotiate 6.01-16
perl-io-html 1.004-8
perl-ipc-system-simple 1.30-9
perl-libwww 6.83-1
perl-lwp-mediatypes 6.04-8
perl-mailtools 2.22-3
perl-mime-base32 1.303-13
perl-net-http 6.24-2
perl-timedate 2.35-1
perl-try-tiny 0.32-4
perl-uri 5.35-1
perl-www-robotrules 6.03-1
perl-xml-parser 2.59-1
perl-xml-writer 0.900-6
phodav 3.0-4
phonon-qt6 4.12.0-6
phonon-qt6-vlc 0.12.0-6
pinentry 1.3.3-1
pipewire 1:1.6.8-1
pipewire-alsa 1:1.6.8-1
pipewire-audio 1:1.6.8-1
pipewire-jack 1:1.6.8-1
pipewire-pulse 1:1.6.8-1
pipewire-support 1-16
pipewire-v4l2 1:1.6.8-1
pipewire-x11-bell 1:1.6.8-1
pipewire-zeroconf 1:1.6.8-1
pixman 0.46.4-1
pkcs11-helper 1.31.0-1
pkgconf 3.0.5-1
pkgfile 26-1
plasma-activities 6.7.4-1
plasma-activities-stats 6.7.4-1
plasma-applet-window-buttons 0.14.0-4.1
plasma-browser-integration 6.7.4-1
plasma-desktop 6.7.4-1
plasma-firewall 6.7.4-1
plasma-integration 6.7.4-1
plasma-login-manager 6.7.4-1
plasma-nm 6.7.4-1
plasma-pa 6.7.4-1
plasma-systemmonitor 6.7.4-1
plasma-thunderbolt 6.7.4-1
plasma-workspace 6.7.4-1
plasma5-themes-sweet-full-git r450.46e3802-1
plasma5-themes-sweet-kde-git r35.9f311e1-1
plasma5support 6.7.4-1
plasma6-applets-panel-colorizer 8.0.0-1
plasma6-applets-window-title 0.9.0-2
plasma6-wallpapers-blurredwallpaper 3.6.0-1
plocate 1.1.24-2
plymouth 26.134.222-2
plymouth-theme-garuda-bgrt 1.0.0-3
polkit 127-3
polkit-kde-agent 6.7.4-1
polkit-qt6 0.201.1-1
poppler 26.07.0-1
poppler-data 0.4.12-2
poppler-qt6 26.07.0-1
popt 1.19-2
portaudio 1:19.7.0-4
power-profiles-daemon 0.30-1
powerdevil 6.7.4-1
powertop 2.15-2
ppp 2.5.3-1
pptpclient 1.10.0-3
prison 6.28.0-1
privatebin-cli 2.2.1-4
procps-ng 4.0.7-1
protobuf 35.1-1
protobuf-c 1.5.2-12
psmisc 23.7-2
psst-bin 2026.08.17_cbd099e-1
pulse-native-provider 1:1.6.8-1
pulseaudio-qt 1.8.1-1
purpose 6.28.0-1
putty 0.85-1
python 3.14.7-1
python-autocommand 2.2.2-9
python-cairo 1.29.1-1
python-certifi 2026.07.22-1
python-charset-normalizer 3.4.7-1
python-dbus 1.4.0-2
python-evdev 1.9.3-1
python-gevent 26.8.0-1
python-gevent-websocket 0.10.1-13
python-gobject 3.56.3-1
python-greenlet 3.5.1-1
python-idna 3.18-1
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.1.2-1
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-legacy-cgi 2.6.4-2
python-libevdev 0.13.1-1
python-lxml 6.1.1-1
python-magic 1:0.4.27-6
python-more-itertools 11.1.0-1
python-numpy 2.5.2-1
python-packaging 26.3-1
python-pillow 12.3.0-1
python-platformdirs 4.11.3-1
python-psutil 7.2.2-1
python-pyqt6 6.11.0-2
python-pyqt6-sip 13.12.0-1
python-pyudev 0.24.4-1
python-requests 2.34.2-1
python-setuptools 1:84.0.0-1
python-six 1.17.0-3
python-sqlalchemy 2.0.51-1
python-tomli 2.4.1-1
python-typing_extensions 4.16.0-1
python-ujson 5.13.0-1
python-urllib3 2.7.0-1
python-webrtcvad 2.0.10-7
python-wheel 0.48.0-1
python-xlib 0.33-7
python-yaml 6.0.3-2
python-zope-event 6.2-1
python-zope-interface 8.5-1
qca-qt6 2.3.10-8
qcoro 0.13.0-2
qemu-audio-alsa 11.1.0-1
qemu-audio-dbus 11.1.0-1
qemu-audio-jack 11.1.0-1
qemu-audio-oss 11.1.0-1
qemu-audio-pa 11.1.0-1
qemu-audio-pipewire 11.1.0-1
qemu-audio-sdl 11.1.0-1
qemu-audio-spice 11.1.0-1
qemu-base 11.1.0-1
qemu-block-curl 11.1.0-1
qemu-block-dmg 11.1.0-1
qemu-block-nfs 11.1.0-1
qemu-block-ssh 11.1.0-1
qemu-chardev-spice 11.1.0-1
qemu-common 11.1.0-1
qemu-desktop 11.1.0-1
qemu-hw-display-qxl 11.1.0-1
qemu-hw-display-virtio-gpu 11.1.0-1
qemu-hw-display-virtio-gpu-gl 11.1.0-1
qemu-hw-display-virtio-gpu-pci 11.1.0-1
qemu-hw-display-virtio-gpu-pci-gl 11.1.0-1
qemu-hw-display-virtio-gpu-pci-rutabaga 11.1.0-1
qemu-hw-display-virtio-gpu-rutabaga 11.1.0-1
qemu-hw-display-virtio-vga 11.1.0-1
qemu-hw-display-virtio-vga-gl 11.1.0-1
qemu-hw-display-virtio-vga-rutabaga 11.1.0-1
qemu-hw-uefi-vars 11.1.0-1
qemu-hw-usb-host 11.1.0-1
qemu-hw-usb-redirect 11.1.0-1
qemu-hw-usb-smartcard 11.1.0-1
qemu-img 11.1.0-1
qemu-system-x86 11.1.0-1
qemu-system-x86-firmware 11.1.0-1
qemu-ui-curses 11.1.0-1
qemu-ui-dbus 11.1.0-1
qemu-ui-egl-headless 11.1.0-1
qemu-ui-gtk 11.1.0-1
qemu-ui-opengl 11.1.0-1
qemu-ui-sdl 11.1.0-1
qemu-ui-spice-app 11.1.0-1
qemu-ui-spice-core 11.1.0-1
qemu-vhost-user-gpu 11.1.0-1
qqc2-breeze-style 6.7.4-1
qqc2-desktop-style 6.28.0-1
qrencode 4.1.1-4
qt-sudo 2.4.1-1
qt5-base 5.15.19+kde+r96-1
qt5-declarative 5.15.19+kde+r23-1
qt5-svg 5.15.19+kde+r5-1
qt5-translations 5.15.19-1
qt5-wayland 5.15.19+kde+r55-1
qt5-x11extras 5.15.19-1
qt6-5compat 6.11.1-1
qt6-base 6.11.1-1
qt6-charts 6.11.1-1
qt6-declarative 6.11.1-3
qt6-imageformats 6.11.1-1
qt6-location 6.11.1-1
qt6-multimedia 6.11.1-2
qt6-multimedia-ffmpeg 6.11.1-2
qt6-positioning 6.11.1-1
qt6-quick3d 6.11.1-1
qt6-quicktimeline 6.11.1-1
qt6-shadertools 6.11.1-1
qt6-speech 6.11.1-1
qt6-svg 6.11.1-1
qt6-tools 6.11.1-4
qt6-translations 6.11.1-1
qt6-virtualkeyboard 6.11.1-1
qt6-webchannel 6.11.1-1
qt6-webengine 6.11.1-5
qt6-websockets 6.11.1-1
qt6-webview 6.11.1-1
qtermwidget 2.4.0-1
qtkeychain-qt6 0.17.0-1
quota-tools 1:4.11-1
radvd 2.21-1
raptor 2.0.16-9
rasqal 1:0.9.33-9
rate-mirrors 0.29.0-1
rav1e 0.8.1-3
rdma-core 64.0-1
re2 2:2025.11.05-5
readline 8.3.003-1
realtime-privileges 5-1
redhat-fonts 4.1.0-2
redland 1:1.0.17-10
restic 0.19.1-1
resvg 0.48.1-1
ripgrep 15.2.0-1
ripgrep-all 0.10.10-2
rkhunter 1.4.6-4
rp-pppoe 4.0-6
rpcbind 1.2.9-1
rsync 3.5.0-1
rtmpdump 1:2.6-2
rubberband 4.0.0-2
rustup 1.29.0-2
rutabaga-ffi 0.1.85-1
sbc 2.2-1
sddm 0.21.0-7
sddm-kcm 6.7.4-1
sddm-silent-theme-git r20260729.g0dc4386-1
sdl2-compat 2.32.70-1
sdl2_image 2.8.12-2
sdl3 3.4.14-1
seabios 1.17.0-2
sed 4.10-2
semver 7.8.5-1
serd 0.32.10-1
shaderc 2026.3-1
shadow 4.20.0.arch1-1
shared-mime-info 2.5.1-2
shelly 3.0.6-1
shelly-flatpak-backend 3.0.6-1
signon-kwallet-extension 26.04.3-1
signon-plugin-oauth2 0.25-4
signon-ui 0.17+20231016-4
signond 8.61-4
simdjson 1:4.6.7-1
slang 2.3.3-4
smartmontools 7.5-1
smbclient 2:4.24.6-1
snap-pac 3.0.1-3
snapper 0.13.1-2
snapper-support 1.1.2-4
snapper-tools 1.3.2-1
snappy 1.2.2-3
sndio 1.10.0-1
socat 1.8.1.3-1
sof-firmware 2025.12.2-1
solaar 1.1.20-2
solid 6.28.0-1
sonnet 6.28.0-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.1-1
source-highlight 3.1.9-18
spandsp 0.0.6-7
spectacle 1:6.7.4-1
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-3
spice-gtk 0.42-5
spice-protocol 0.14.5-1
spirv-tools 1:1.4.357.0-1
spotatui-bin 0.40.3-1
spotify 1:1.2.96.518-1
sqlite 3.53.4-1
squashfuse 0.6.2-1
sratom 0.6.22-1
srt 1.5.6-1
sshfs 3.7.6-1
sstp-client 1:1.0.20-2
stacer 1.7.0-1
starship 1.26.0-1
stoken 0.92-6
strongswan 6.0.7-1
sudo 1.9.17.p2-6
svt-av1 4.2.0-1
svt-hevc 1.5.1-4
syndication 6.28.0-1
syntax-highlighting 6.28.1-1
systemd 261.2-1
systemd-libs 261.2-1
systemd-oomd-defaults 253.5-2
systemd-sysvcompat 261.2-1
systemsettings 6.7.4-1
taglib 2.3.1-1
tailscale 1.102.2-1
talloc 2.5.0-1
tar 1.35-3
tcl 8.6.16-1
tdb 1.4.15-1
tealdeer 1.8.1-2
terminus-font 4.49.1-8
tesseract 5.5.3-1
tesseract-data-afr 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
tevent 1:0.17.2-1
texinfo 7.3-1
thin-provisioning-tools 1.3.3-1
threadweaver 6.28.0-1
thunderbird 153.0.2-2
tinysparql 3.11.1-1
tpm2-tss 4.2.0-2
traceroute 2.1.6-1
tree-sitter 0.26.9-1
tree-sitter-c 0.24.1-2
tree-sitter-lua 0.5.0-3
tree-sitter-markdown 0.5.3-2
tree-sitter-query 0.8.0-2
tree-sitter-vim 0.8.1-3
tree-sitter-vimdoc 4.1.0-2
tslib 1.24-1
ttf-dejavu 2.37+18+g9b5d1b2f-8
ttf-fantasque-sans-mono 1.8.0-3
ttf-fira-sans 1:4.301-3
ttf-firacode-nerd 3.5.0-1
ttf-hack 3.003-7
ttf-liberation 2.1.5-2
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-opensans 3.003-1
twolame 0.4.0-4
tzdata 2026c-1
uchardet 0.0.8-4
udisks2 2.11.2-1
ufw 0.36.2-7
ugrep 7.8.4-1
unace 2.5-11
unarchiver 1.10.8-6
unarj 2.65-2
unibilium 2.1.2-1
unixodbc 2.3.14-1
unrar 1:7.2.7-1
unzip 6.0-23
update-grub 0.0.1-8.1
upower 1.91.3-1
usb_modeswitch 2.6.2.20251207-1
usbredir 0.15.0-1
usbutils 019-1
util-linux 2.42.2-1
util-linux-libs 2.42.2-1
v4l-utils 1.32.0-2
vapoursynth 77-2
vde2 2.3.3-9
verdict 1.4.5-2
vid.stab 1.1.1-3
vim 9.2.0849-1
vim-runtime 9.2.0849-1
virglrenderer 1.3.0-2
virt-install 5.1.0-4
virt-manager 5.1.0-4
virt-manager-meta 5-4
virt-viewer 11.0-4
virtiofsd 1.14.0-1
vlc-plugin-a52dec 3.0.23_2-10
vlc-plugin-alsa 3.0.23_2-10
vlc-plugin-archive 3.0.23_2-10
vlc-plugin-dav1d 3.0.23_2-10
vlc-plugin-dbus 3.0.23_2-10
vlc-plugin-dbus-screensaver 3.0.23_2-10
vlc-plugin-faad2 3.0.23_2-10
vlc-plugin-flac 3.0.23_2-10
vlc-plugin-gnutls 3.0.23_2-10
vlc-plugin-inflate 3.0.23_2-10
vlc-plugin-journal 3.0.23_2-10
vlc-plugin-jpeg 3.0.23_2-10
vlc-plugin-matroska 3.0.23_2-10
vlc-plugin-mpg123 3.0.23_2-10
vlc-plugin-ogg 3.0.23_2-10
vlc-plugin-opus 3.0.23_2-10
vlc-plugin-png 3.0.23_2-10
vlc-plugin-shout 3.0.23_2-10
vlc-plugin-speex 3.0.23_2-10
vlc-plugin-tag 3.0.23_2-10
vlc-plugin-theora 3.0.23_2-10
vlc-plugin-twolame 3.0.23_2-10
vlc-plugin-vorbis 3.0.23_2-10
vlc-plugin-vpx 3.0.23_2-10
vlc-plugin-xml 3.0.23_2-10
vlc-plugins-base 3.0.23_2-10
vmaf 3.2.0-1
volume_key 0.3.12-12
vpnc 1:0.5.3.r557.r241-1
vte-common 0.84.1-1
vte3 0.84.1-1
vulkan-headers 1:1.4.357.0-1
vulkan-icd-loader 1.4.357.0-1
vulkan-intel 1:26.1.7-1
vulkan-mesa-implicit-layers 1:26.1.7-1
vulkan-mesa-layers 1:26.1.7-1
vulkan-radeon 1:26.1.7-1
vulkan-swrast 1:26.1.7-1
vulkan-tools 1.4.357.0-1
wavpack 5.9.0-1
wayland 1.26.0-1
wayland-utils 1.3.0-1
webkit2gtk-4.1 2.52.5-2
webrtc-audio-processing-1 1.3-5
wget 1.25.0-6
which 2.25-1
whois 5.6.6-1
wildmidi 0.5.0-1
wireguard-gui-bin 0.1.12-1
wireguard-tools 1.0.20260223-1
wireless-regdb 2026.05.30-1
wireless_tools 30.pre9-5
wireplumber 0.5.15-1
wl-clipboard 1:2.3.0-1
woff2 1.0.2-6
wolfssl 5.9.2-1
wpa_supplicant 2:2.12-1
wqy-zenhei 0.9.45-10
wxwidgets-common 3.2.11-2
wxwidgets-gtk3 3.2.11-2
x264 3:0.165.r3222.b35605a-2
x265 4.3-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.8-1
xdg-desktop-portal 1.22.1-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-kde 6.7.4-2
xdg-user-dirs 0.20-1
xdg-utils 1.2.1-2
xdotool 4.20260303.1-1
xf86-input-elographics 1.4.4-2
xf86-input-evdev 2.11.0-1
xf86-input-libinput 1.5.0-1
xf86-input-void 1.4.2-2
xf86-input-wacom 1.2.4-1
xfsprogs 7.1.1-1
xkeyboard-config 2.48-1
xl2tpd 1.3.20-1
xmlsec 1.3.12-1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.24-1
xorg-server-common 21.1.24-1
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xdpyinfo 1.4.0-1
xorg-xhost 1.0.10-1
xorg-xinit 1.4.4-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.5.0-1
xorg-xmessage 1.0.7-2
xorg-xmodmap 1.0.12-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xrdb 1.2.3-1
xorg-xwayland 24.1.13-1
xorgproto 2025.1-1
xsel 1.2.1-2
xsettingsd 1.0.4-1
xvidcore 1.3.7-4
xxhash 0.8.3-1
xz 5.8.3-1
yad 15.0-2
yay 13.0.1-1
yyjson 0.12.0-1
zbar 0.23.93-7
zed 1.15.0-1
zeromq 4.3.5-3
zimg 3.0.6-2
zint 2.16.0-2
zip 3.0-14
zix 0.8.2-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zram-generator 1.2.1-1
zstd 1.5.7-3
zvbi 0.2.44-1
zxing-cpp 3.1.1-1
