com.github.tchx84.Flatseal	flathub	system
com.rtosta.zapzap	flathub	system
com.rustdesk.RustDesk	flathub	system
io.github.flattool.Warehouse	flathub	system
io.missioncenter.MissionCenter	flathub	system
it.mijorus.gearlever	flathub	system
me.proton.Mail	flathub	system
me.proton.Pass	flathub	system
net.nokyan.Resources	flathub	system
